timestamp,recorded_wl_ft,sigma_recorded,quality_recorded,flags_recorded,predicted_wl_ft,sigma_predicted,quality_predicted,flags_predicted,surge_residual_ft
2012-10-27 03:24,1.161,0.01,v,"0,0,0,0",0.551,,,,0.61
2012-10-27 03:30,1.093,0.01,v,"0,0,0,0",0.494,,,,0.599
2012-10-27 03:36,1.02,0.007,v,"0,0,0,0",0.448,,,,0.5720000000000001
2012-10-27 03:42,0.965,0.007,v,"0,0,0,0",0.411,,,,0.554
2012-10-27 03:48,0.928,0.003,v,"0,0,0,0",0.384,,,,0.544
2012-10-27 03:54,0.906,0.0,v,"0,0,0,0",0.367,,,,0.539
2012-10-27 04:00,0.912,0.0,v,"0,0,0,0",0.36,,,,0.552
2012-10-27 04:06,0.915,0.0,v,"0,0,0,0",0.363,,,,0.552
2012-10-27 04:12,0.919,0.0,v,"0,0,0,0",0.376,,,,0.543
2012-10-27 04:18,0.925,0.003,v,"0,0,0,0",0.399,,,,0.526
2012-10-27 04:24,0.958,0.007,v,"0,0,0,0",0.431,,,,0.5269999999999999
2012-10-27 04:30,1.01,0.007,v,"0,0,0,0",0.473,,,,0.537
2012-10-27 04:36,1.066,0.007,v,"0,0,0,0",0.523,,,,0.543
2012-10-27 04:42,1.112,0.007,v,"0,0,0,0",0.583,,,,0.5290000000000001
2012-10-27 04:48,1.171,0.01,v,"0,0,0,0",0.651,,,,0.52
2012-10-27 04:54,1.266,0.013,v,"0,0,0,0",0.727,,,,0.539
2012-10-27 05:00,1.378,0.013,v,"0,0,0,0",0.81,,,,0.5679999999999998
2012-10-27 05:06,1.506,0.016,v,"0,0,0,0",0.902,,,,0.604
2012-10-27 05:12,1.624,0.016,v,"0,0,0,0",1.0,,,,0.6240000000000001
2012-10-27 05:18,1.755,0.016,v,"0,0,0,0",1.105,,,,0.6499999999999999
2012-10-27 05:24,1.9,0.02,v,"0,0,0,0",1.216,,,,0.6839999999999999
2012-10-27 05:30,2.034,0.016,v,"0,0,0,0",1.334,,,,0.6999999999999997
2012-10-27 05:36,2.172,0.016,v,"0,0,0,0",1.457,,,,0.7150000000000001
2012-10-27 05:42,2.306,0.02,v,"0,0,0,0",1.585,,,,0.7210000000000001
2012-10-27 05:48,2.438,0.016,v,"0,0,0,0",1.719,,,,0.7190000000000001
2012-10-27 05:54,2.598,0.02,v,"0,0,0,0",1.858,,,,0.7399999999999998
2012-10-27 06:00,2.759,0.02,v,"0,0,0,0",2.001,,,,0.758
2012-10-27 06:06,2.93,0.02,v,"0,0,0,0",2.149,,,,0.7810000000000001
2012-10-27 06:12,3.104,0.02,v,"0,0,0,0",2.3,,,,0.8040000000000003
2012-10-27 06:18,3.251,0.023,v,"0,0,0,0",2.456,,,,0.7949999999999999
2012-10-27 06:24,3.412,0.016,v,"0,0,0,0",2.615,,,,0.7969999999999997
2012-10-27 06:30,3.586,0.02,v,"0,0,0,0",2.778,,,,0.8079999999999998
2012-10-27 06:36,3.734,0.02,v,"0,0,0,0",2.944,,,,0.79
2012-10-27 06:42,3.921,0.016,v,"0,0,0,0",3.113,,,,0.8079999999999998
2012-10-27 06:48,4.075,0.023,v,"0,0,0,0",3.285,,,,0.79
2012-10-27 06:54,4.245,0.02,v,"0,0,0,0",3.459,,,,0.786
2012-10-27 07:00,4.446,0.033,v,"0,0,0,0",3.635,,,,0.8109999999999999
2012-10-27 07:06,4.593,0.036,v,"0,0,0,0",3.813,,,,0.7799999999999998
2012-10-27 07:12,4.767,0.026,v,"0,0,0,0",3.993,,,,0.7740000000000005
2012-10-27 07:18,4.964,0.023,v,"0,0,0,0",4.173,,,,0.7910000000000004
2012-10-27 07:24,5.121,0.026,v,"0,0,0,0",4.353,,,,0.7680000000000007
2012-10-27 07:30,5.308,0.023,v,"0,0,0,0",4.534,,,,0.774
2012-10-27 07:36,5.476,0.026,v,"0,0,0,0",4.715,,,,0.7610000000000001
2012-10-27 07:42,5.64,0.02,v,"0,0,0,0",4.894,,,,0.7459999999999996
2012-10-27 07:48,5.801,0.026,v,"0,0,0,0",5.072,,,,0.7290000000000001
2012-10-27 07:54,5.951,0.02,v,"0,0,0,0",5.248,,,,0.7029999999999994
2012-10-27 08:00,6.125,0.026,v,"0,0,0,0",5.421,,,,0.7039999999999997
2012-10-27 08:06,6.276,0.023,v,"0,0,0,0",5.591,,,,0.6849999999999996
2012-10-27 08:12,6.427,0.02,v,"0,0,0,0",5.758,,,,0.6689999999999996
2012-10-27 08:18,6.555,0.02,v,"0,0,0,0",5.92,,,,0.6349999999999998
2012-10-27 08:24,6.686,0.02,v,"0,0,0,0",6.077,,,,0.609
2012-10-27 08:30,6.824,0.02,v,"0,0,0,0",6.228,,,,0.5960000000000001
2012-10-27 08:36,6.968,0.01,v,"0,0,0,0",6.374,,,,0.5940000000000003
2012-10-27 08:42,7.103,0.02,v,"0,0,0,0",6.513,,,,0.5899999999999999
2012-10-27 08:48,7.228,0.026,v,"0,0,0,0",6.645,,,,0.5830000000000002
2012-10-27 08:54,7.356,0.016,v,"0,0,0,0",6.77,,,,0.5860000000000003
2012-10-27 09:00,7.467,0.013,v,"0,0,0,0",6.887,,,,0.5800000000000001
2012-10-27 09:06,7.559,0.016,v,"0,0,0,0",6.995,,,,0.5640000000000001
2012-10-27 09:12,7.664,0.01,v,"0,0,0,0",7.095,,,,0.569
2012-10-27 09:18,7.769,0.013,v,"0,0,0,0",7.186,,,,0.5830000000000002
2012-10-27 09:24,7.877,0.016,v,"0,0,0,0",7.268,,,,0.609
2012-10-27 09:30,7.972,0.013,v,"0,0,0,0",7.34,,,,0.6320000000000006
2012-10-27 09:36,8.045,0.007,v,"0,0,0,0",7.403,,,,0.6420000000000003
2012-10-27 09:42,8.094,0.007,v,"0,0,0,0",7.456,,,,0.637999999999999
2012-10-27 09:48,8.163,0.007,v,"0,0,0,0",7.5,,,,0.6630000000000003
2012-10-27 09:54,8.215,0.003,v,"0,0,0,0",7.533,,,,0.6819999999999995
2012-10-27 10:00,8.251,0.003,v,"0,0,0,0",7.557,,,,0.6939999999999991
2012-10-27 10:06,8.255,0.02,v,"0,0,0,0",7.571,,,,0.684000000000001
2012-10-27 10:12,8.235,0.016,v,"0,0,0,0",7.575,,,,0.6599999999999993
2012-10-27 10:18,8.251,0.01,v,"0,0,0,0",7.57,,,,0.6809999999999992
2012-10-27 10:24,8.245,0.016,v,"0,0,0,0",7.555,,,,0.6899999999999995
2012-10-27 10:30,8.241,0.01,v,"0,0,0,0",7.53,,,,0.7109999999999994
2012-10-27 10:36,8.205,0.013,v,"0,0,0,0",7.497,,,,0.7080000000000002
2012-10-27 10:42,8.15,0.013,v,"0,0,0,0",7.455,,,,0.6950000000000003
2012-10-27 10:48,8.081,0.013,v,"0,0,0,0",7.403,,,,0.6779999999999999
2012-10-27 10:54,8.025,0.01,v,"0,0,0,0",7.344,,,,0.681
2012-10-27 11:00,7.943,0.01,v,"0,0,0,0",7.276,,,,0.6669999999999998
2012-10-27 11:06,7.877,0.016,v,"0,0,0,0",7.2,,,,0.6769999999999996
2012-10-27 11:12,7.802,0.01,v,"0,0,0,0",7.117,,,,0.6849999999999996
2012-10-27 11:18,7.677,0.02,v,"0,0,0,0",7.026,,,,0.6509999999999998
2012-10-27 11:24,7.566,0.016,v,"0,0,0,0",6.928,,,,0.6379999999999999
2012-10-27 11:30,7.451,0.01,v,"0,0,0,0",6.823,,,,0.6279999999999992
2012-10-27 11:36,7.359,0.026,v,"0,0,0,0",6.712,,,,0.6470000000000002
2012-10-27 11:42,7.247,0.023,v,"0,0,0,0",6.595,,,,0.6520000000000001
2012-10-27 11:48,7.09,0.02,v,"0,0,0,0",6.473,,,,0.617
2012-10-27 11:54,6.978,0.02,v,"0,0,0,0",6.344,,,,0.6339999999999995
2012-10-27 12:00,6.857,0.013,v,"0,0,0,0",6.211,,,,0.6459999999999999
2012-10-27 12:06,6.729,0.016,v,"0,0,0,0",6.073,,,,0.6559999999999997
2012-10-27 12:12,6.578,0.023,v,"0,0,0,0",5.93,,,,0.6480000000000006
2012-10-27 12:18,6.421,0.023,v,"0,0,0,0",5.783,,,,0.6379999999999999
2012-10-27 12:24,6.253,0.023,v,"0,0,0,0",5.632,,,,0.6210000000000004
2012-10-27 12:30,6.079,0.023,v,"0,0,0,0",5.478,,,,0.601
2012-10-27 12:36,5.938,0.02,v,"0,0,0,0",5.32,,,,0.6179999999999994
2012-10-27 12:42,5.791,0.016,v,"0,0,0,0",5.16,,,,0.6310000000000002
2012-10-27 12:48,5.607,0.026,v,"0,0,0,0",4.996,,,,0.6109999999999998
2012-10-27 12:54,5.436,0.023,v,"0,0,0,0",4.83,,,,0.6059999999999999
2012-10-27 13:00,5.272,0.02,v,"0,0,0,0",4.662,,,,0.6100000000000003
2012-10-27 13:06,5.089,0.046,v,"0,0,0,0",4.492,,,,0.5970000000000004
2012-10-27 13:12,4.908,0.03,v,"0,0,0,0",4.32,,,,0.5880000000000001
2012-10-27 13:18,4.734,0.016,v,"0,0,0,0",4.147,,,,0.5869999999999997
2012-10-27 13:24,4.544,0.026,v,"0,0,0,0",3.972,,,,0.5719999999999996
2012-10-27 13:30,4.38,0.026,v,"0,0,0,0",3.797,,,,0.5829999999999997
2012-10-27 13:36,4.199,0.023,v,"0,0,0,0",3.621,,,,0.5779999999999998
2012-10-27 13:42,4.032,0.023,v,"0,0,0,0",3.445,,,,0.5870000000000002
2012-10-27 13:48,3.904,0.023,v,"0,0,0,0",3.268,,,,0.6360000000000001
2012-10-27 13:54,3.74,0.016,v,"0,0,0,0",3.092,,,,0.6480000000000001
2012-10-27 14:00,3.556,0.03,v,"0,0,0,0",2.917,,,,0.6390000000000002
2012-10-27 14:06,3.36,0.023,v,"0,0,0,0",2.743,,,,0.617
2012-10-27 14:12,3.173,0.016,v,"0,0,0,0",2.57,,,,0.6030000000000002
2012-10-27 14:18,3.041,0.02,v,"0,0,0,0",2.399,,,,0.6419999999999999
2012-10-27 14:24,2.926,0.013,v,"0,0,0,0",2.23,,,,0.6960000000000002
2012-10-27 14:30,2.789,0.016,v,"0,0,0,0",2.065,,,,0.7240000000000002
2012-10-27 14:36,2.677,0.013,v,"0,0,0,0",1.902,,,,0.7750000000000001
2012-10-27 14:42,2.503,0.02,v,"0,0,0,0",1.743,,,,0.76
2012-10-27 14:48,2.362,0.02,v,"0,0,0,0",1.589,,,,0.7730000000000001
2012-10-27 14:54,2.231,0.013,v,"0,0,0,0",1.439,,,,0.7919999999999998
2012-10-27 15:00,2.093,0.016,v,"0,0,0,0",1.295,,,,0.798
2012-10-27 15:06,1.962,0.02,v,"0,0,0,0",1.156,,,,0.806
2012-10-27 15:12,1.85,0.02,v,"0,0,0,0",1.024,,,,0.8260000000000001
2012-10-27 15:18,1.729,0.007,v,"0,0,0,0",0.899,,,,0.8300000000000001
2012-10-27 15:24,1.644,0.013,v,"0,0,0,0",0.781,,,,0.8629999999999999
2012-10-27 15:30,1.545,0.013,v,"0,0,0,0",0.671,,,,0.8739999999999999
2012-10-27 15:36,1.473,0.01,v,"0,0,0,0",0.57,,,,0.9030000000000001
2012-10-27 15:42,1.385,0.01,v,"0,0,0,0",0.477,,,,0.908
2012-10-27 15:48,1.299,0.016,v,"0,0,0,0",0.394,,,,0.9049999999999999
2012-10-27 15:54,1.214,0.01,v,"0,0,0,0",0.32,,,,0.8939999999999999
2012-10-27 16:00,1.152,0.007,v,"0,0,0,0",0.256,,,,0.8959999999999999
2012-10-27 16:06,1.083,0.013,v,"0,0,0,0",0.201,,,,0.8819999999999999
2012-10-27 16:12,1.04,0.01,v,"0,0,0,0",0.157,,,,0.883
2012-10-27 16:18,0.997,0.007,v,"0,0,0,0",0.123,,,,0.874
2012-10-27 16:24,0.968,0.003,v,"0,0,0,0",0.099,,,,0.869
2012-10-27 16:30,0.965,0.003,v,"0,0,0,0",0.086,,,,0.879
2012-10-27 16:36,0.958,0.003,v,"0,0,0,0",0.082,,,,0.876
2012-10-27 16:42,0.945,0.003,v,"0,0,0,0",0.089,,,,0.856
2012-10-27 16:48,0.935,0.003,v,"0,0,0,0",0.106,,,,0.8290000000000001
2012-10-27 16:54,0.948,0.007,v,"0,0,0,0",0.132,,,,0.816
2012-10-27 17:00,0.978,0.007,v,"0,0,0,0",0.168,,,,0.8099999999999999
2012-10-27 17:06,1.04,0.01,v,"0,0,0,0",0.213,,,,0.8270000000000001
2012-10-27 17:12,1.089,0.01,v,"0,0,0,0",0.267,,,,0.822
2012-10-27 17:18,1.158,0.01,v,"0,0,0,0",0.33,,,,0.8279999999999998
2012-10-27 17:24,1.227,0.01,v,"0,0,0,0",0.401,,,,0.8260000000000001
2012-10-27 17:30,1.329,0.013,v,"0,0,0,0",0.48,,,,0.849
2012-10-27 17:36,1.444,0.016,v,"0,0,0,0",0.566,,,,0.878
2012-10-27 17:42,1.558,0.013,v,"0,0,0,0",0.66,,,,0.898
2012-10-27 17:48,1.67,0.02,v,"0,0,0,0",0.76,,,,0.9099999999999999
2012-10-27 17:54,1.788,0.016,v,"0,0,0,0",0.867,,,,0.921
2012-10-27 18:00,1.929,0.02,v,"0,0,0,0",0.98,,,,0.9490000000000001
2012-10-27 18:06,2.093,0.02,v,"0,0,0,0",1.1,,,,0.9929999999999999
2012-10-27 18:12,2.238,0.02,v,"0,0,0,0",1.224,,,,1.014
2012-10-27 18:18,2.392,0.02,v,"0,0,0,0",1.355,,,,1.037
2012-10-27 18:24,2.526,0.02,v,"0,0,0,0",1.49,,,,1.0359999999999998
2012-10-27 18:30,2.674,0.02,v,"0,0,0,0",1.63,,,,1.044
2012-10-27 18:36,2.818,0.016,v,"0,0,0,0",1.775,,,,1.0430000000000001
2012-10-27 18:42,2.982,0.02,v,"0,0,0,0",1.924,,,,1.0580000000000003
2012-10-27 18:48,3.169,0.023,v,"0,0,0,0",2.078,,,,1.0910000000000002
2012-10-27 18:54,3.327,0.023,v,"0,0,0,0",2.235,,,,1.092
2012-10-27 19:00,3.481,0.023,v,"0,0,0,0",2.396,,,,1.085
2012-10-27 19:06,3.638,0.023,v,"0,0,0,0",2.56,,,,1.0779999999999998
2012-10-27 19:12,3.809,0.026,v,"0,0,0,0",2.728,,,,1.081
2012-10-27 19:18,4.012,0.026,v,"0,0,0,0",2.898,,,,1.1139999999999994
2012-10-27 19:24,4.199,0.02,v,"0,0,0,0",3.07,,,,1.129
2012-10-27 19:30,4.364,0.023,v,"0,0,0,0",3.245,,,,1.1189999999999998
2012-10-27 19:36,4.511,0.03,v,"0,0,0,0",3.421,,,,1.0900000000000003
2012-10-27 19:42,4.698,0.03,v,"0,0,0,0",3.599,,,,1.0990000000000002
2012-10-27 19:48,4.872,0.023,v,"0,0,0,0",3.778,,,,1.0939999999999999
2012-10-27 19:54,5.033,0.02,v,"0,0,0,0",3.956,,,,1.0770000000000004
2012-10-27 20:00,5.194,0.023,v,"0,0,0,0",4.135,,,,1.0590000000000002
2012-10-27 20:06,5.367,0.03,v,"0,0,0,0",4.313,,,,1.0540000000000003
2012-10-27 20:12,5.564,0.02,v,"0,0,0,0",4.49,,,,1.0739999999999998
2012-10-27 20:18,5.732,0.026,v,"0,0,0,0",4.665,,,,1.0670000000000002
2012-10-27 20:24,5.866,0.016,v,"0,0,0,0",4.838,,,,1.0279999999999996
2012-10-27 20:30,6.024,0.02,v,"0,0,0,0",5.008,,,,1.016
2012-10-27 20:36,6.152,0.023,v,"0,0,0,0",5.174,,,,0.9779999999999998
2012-10-27 20:42,6.283,0.013,v,"0,0,0,0",5.336,,,,0.9470000000000001
2012-10-27 20:48,6.43,0.023,v,"0,0,0,0",5.493,,,,0.9369999999999994
2012-10-27 20:54,6.585,0.023,v,"0,0,0,0",5.645,,,,0.9400000000000004
2012-10-27 21:00,6.752,0.02,v,"0,0,0,0",5.791,,,,0.9609999999999994
2012-10-27 21:06,6.873,0.013,v,"0,0,0,0",5.931,,,,0.9420000000000002
2012-10-27 21:12,6.985,0.02,v,"0,0,0,0",6.064,,,,0.9210000000000003
2012-10-27 21:18,7.08,0.02,v,"0,0,0,0",6.189,,,,0.891
2012-10-27 21:24,7.215,0.01,v,"0,0,0,0",6.307,,,,0.9079999999999995
2012-10-27 21:30,7.349,0.016,v,"0,0,0,0",6.416,,,,0.9329999999999998
2012-10-27 21:36,7.441,0.01,v,"0,0,0,0",6.517,,,,0.9239999999999995
2012-10-27 21:42,7.516,0.01,v,"0,0,0,0",6.609,,,,0.907
2012-10-27 21:48,7.615,0.01,v,"0,0,0,0",6.692,,,,0.923
2012-10-27 21:54,7.713,0.016,v,"0,0,0,0",6.765,,,,0.9480000000000004
2012-10-27 22:00,7.799,0.007,v,"0,0,0,0",6.829,,,,0.9700000000000006
2012-10-27 22:06,7.9,0.007,v,"0,0,0,0",6.883,,,,1.0170000000000003
2012-10-27 22:12,7.949,0.007,v,"0,0,0,0",6.927,,,,1.0220000000000002
2012-10-27 22:18,8.018,0.003,v,"0,0,0,0",6.962,,,,1.056000000000001
2012-10-27 22:24,8.038,0.007,v,"0,0,0,0",6.986,,,,1.0520000000000005
2012-10-27 22:30,8.061,0.003,v,"0,0,0,0",7.001,,,,1.0599999999999996
2012-10-27 22:36,8.074,0.007,v,"0,0,0,0",7.006,,,,1.0679999999999996
2012-10-27 22:42,8.054,0.003,v,"0,0,0,0",7.002,,,,1.0520000000000005
2012-10-27 22:48,8.041,0.007,v,"0,0,0,0",6.988,,,,1.053
2012-10-27 22:54,7.999,0.003,v,"0,0,0,0",6.965,,,,1.0339999999999998
2012-10-27 23:00,8.048,0.007,v,"0,0,0,0",6.932,,,,1.1159999999999997
2012-10-27 23:06,8.048,0.01,v,"0,0,0,0",6.891,,,,1.157
2012-10-27 23:12,7.936,0.01,v,"0,0,0,0",6.842,,,,1.0940000000000003
2012-10-27 23:18,7.844,0.02,v,"0,0,0,0",6.784,,,,1.0600000000000005
2012-10-27 23:24,7.785,0.016,v,"0,0,0,0",6.717,,,,1.0680000000000005
2012-10-27 23:30,7.687,0.016,v,"0,0,0,0",6.643,,,,1.0440000000000005
2012-10-27 23:36,7.625,0.013,v,"0,0,0,0",6.562,,,,1.0629999999999997
2012-10-27 23:42,7.546,0.013,v,"0,0,0,0",6.474,,,,1.072
2012-10-27 23:48,7.444,0.01,v,"0,0,0,0",6.379,,,,1.0650000000000004
2012-10-27 23:54,7.369,0.01,v,"0,0,0,0",6.277,,,,1.0919999999999996
2012-10-28 00:00,7.26,0.01,v,"0,0,0,0",6.169,,,,1.0910000000000002
2012-10-28 00:06,7.136,0.02,v,"0,0,0,0",6.056,,,,1.08
2012-10-28 00:12,6.962,0.02,v,"0,0,0,0",5.937,,,,1.0249999999999995
2012-10-28 00:18,6.818,0.007,v,"0,0,0,0",5.813,,,,1.005
2012-10-28 00:24,6.729,0.016,v,"0,0,0,0",5.685,,,,1.0440000000000005
2012-10-28 00:30,6.627,0.01,v,"0,0,0,0",5.552,,,,1.0750000000000002
2012-10-28 00:36,6.506,0.02,v,"0,0,0,0",5.415,,,,1.0910000000000002
2012-10-28 00:42,6.391,0.023,v,"0,0,0,0",5.275,,,,1.1159999999999997
2012-10-28 00:48,6.24,0.026,v,"0,0,0,0",5.131,,,,1.109
2012-10-28 00:54,6.037,0.023,v,"0,0,0,0",4.984,,,,1.053
2012-10-28 01:00,5.919,0.016,v,"0,0,0,0",4.835,,,,1.0839999999999996
2012-10-28 01:06,5.843,0.01,v,"0,0,0,0",4.683,,,,1.1600000000000001
2012-10-28 01:12,5.669,0.026,v,"0,0,0,0",4.529,,,,1.1399999999999997
2012-10-28 01:18,5.532,0.016,v,"0,0,0,0",4.374,,,,1.1580000000000004
2012-10-28 01:24,5.335,0.02,v,"0,0,0,0",4.217,,,,1.1180000000000003
2012-10-28 01:30,5.197,0.023,v,"0,0,0,0",4.058,,,,1.1390000000000002
2012-10-28 01:36,5.049,0.007,v,"0,0,0,0",3.899,,,,1.1500000000000004
2012-10-28 01:42,4.938,0.026,v,"0,0,0,0",3.739,,,,1.1989999999999998
2012-10-28 01:48,4.774,0.026,v,"0,0,0,0",3.578,,,,1.1960000000000002
2012-10-28 01:54,4.544,0.033,v,"0,0,0,0",3.417,,,,1.1269999999999998
2012-10-28 02:00,4.367,0.023,v,"0,0,0,0",3.257,,,,1.1099999999999999
2012-10-28 02:06,4.259,0.013,v,"0,0,0,0",3.096,,,,1.1630000000000003
2012-10-28 02:12,4.209,0.013,v,"0,0,0,0",2.937,,,,1.2719999999999998
2012-10-28 02:18,4.075,0.033,v,"0,0,0,0",2.779,,,,1.2960000000000003
2012-10-28 02:24,3.868,0.026,v,"0,0,0,0",2.622,,,,1.246
2012-10-28 02:30,3.691,0.023,v,"0,0,0,0",2.466,,,,1.2249999999999996
2012-10-28 02:36,3.556,0.013,v,"0,0,0,0",2.313,,,,1.2429999999999999
2012-10-28 02:42,3.468,0.013,v,"0,0,0,0",2.162,,,,1.306
2012-10-28 02:48,3.346,0.016,v,"0,0,0,0",2.014,,,,1.3320000000000003
2012-10-28 02:54,3.212,0.023,v,"0,0,0,0",1.87,,,,1.342
2012-10-28 03:00,3.114,0.02,v,"0,0,0,0",1.73,,,,1.384
2012-10-28 03:06,2.992,0.016,v,"0,0,0,0",1.593,,,,1.399
2012-10-28 03:12,2.92,0.013,v,"0,0,0,0",1.462,,,,1.458
2012-10-28 03:18,2.802,0.02,v,"0,0,0,0",1.336,,,,1.466
2012-10-28 03:24,2.671,0.016,v,"0,0,0,0",1.215,,,,1.4559999999999997
2012-10-28 03:30,2.536,0.016,v,"0,0,0,0",1.101,,,,1.435
2012-10-28 03:36,2.487,0.013,v,"0,0,0,0",0.994,,,,1.493
2012-10-28 03:42,2.415,0.01,v,"0,0,0,0",0.894,,,,1.521
2012-10-28 03:48,2.382,0.02,v,"0,0,0,0",0.801,,,,1.581
2012-10-28 03:54,2.29,0.01,v,"0,0,0,0",0.717,,,,1.573
2012-10-28 04:00,2.218,0.013,v,"0,0,0,0",0.641,,,,1.577
2012-10-28 04:06,2.172,0.013,v,"0,0,0,0",0.575,,,,1.5970000000000002
2012-10-28 04:12,2.11,0.01,v,"0,0,0,0",0.517,,,,1.593
2012-10-28 04:18,2.037,0.016,v,"0,0,0,0",0.469,,,,1.568
2012-10-28 04:24,1.978,0.013,v,"0,0,0,0",0.431,,,,1.547
2012-10-28 04:30,1.962,0.01,v,"0,0,0,0",0.403,,,,1.559
2012-10-28 04:36,1.978,0.013,v,"0,0,0,0",0.385,,,,1.593
2012-10-28 04:42,2.034,0.013,v,"0,0,0,0",0.377,,,,1.6569999999999998
2012-10-28 04:48,2.119,0.016,v,"0,0,0,0",0.379,,,,1.7400000000000002
2012-10-28 04:54,2.169,0.013,v,"0,0,0,0",0.392,,,,1.7770000000000001
2012-10-28 05:00,2.208,0.01,v,"0,0,0,0",0.414,,,,1.7940000000000003
2012-10-28 05:06,2.172,0.01,v,"0,0,0,0",0.446,,,,1.7260000000000002
2012-10-28 05:12,2.106,0.007,v,"0,0,0,0",0.488,,,,1.6179999999999999
2012-10-28 05:18,2.162,0.013,v,"0,0,0,0",0.54,,,,1.6219999999999999
2012-10-28 05:24,2.254,0.02,v,"0,0,0,0",0.6,,,,1.654
2012-10-28 05:30,2.415,0.02,v,"0,0,0,0",0.669,,,,1.746
2012-10-28 05:36,2.546,0.023,v,"0,0,0,0",0.747,,,,1.799
2012-10-28 05:42,2.635,0.01,v,"0,0,0,0",0.832,,,,1.803
2012-10-28 05:48,2.759,0.023,v,"0,0,0,0",0.926,,,,1.8329999999999997
2012-10-28 05:54,2.89,0.026,v,"0,0,0,0",1.027,,,,1.8630000000000002
2012-10-28 06:00,3.012,0.013,v,"0,0,0,0",1.135,,,,1.877
2012-10-28 06:06,3.061,0.01,v,"0,0,0,0",1.249,,,,1.8119999999999998
2012-10-28 06:12,3.133,0.02,v,"0,0,0,0",1.369,,,,1.764
2012-10-28 06:18,3.258,0.026,v,"0,0,0,0",1.496,,,,1.762
2012-10-28 06:24,3.491,0.036,v,"0,0,0,0",1.628,,,,1.8630000000000002
2012-10-28 06:30,3.74,0.039,v,"0,0,0,0",1.765,,,,1.9750000000000003
2012-10-28 06:36,3.924,0.016,v,"0,0,0,0",1.907,,,,2.017
2012-10-28 06:42,4.078,0.02,v,"0,0,0,0",2.053,,,,2.0250000000000004
2012-10-28 06:48,4.173,0.023,v,"0,0,0,0",2.203,,,,1.9700000000000002
2012-10-28 06:54,4.298,0.02,v,"0,0,0,0",2.358,,,,1.94
2012-10-28 07:00,4.432,0.023,v,"0,0,0,0",2.516,,,,1.9160000000000004
